Name,Ticker,"Sub-Sector","Market Cap","1D Change in Put OI","Highest 1D OI Change CE Strike","1 D Change in Call OI","1D Change in Future OI","Highest 1D OI Change PE Strike","1D Change in Future Volume","Highest 1W OI Change CE Strike","1W Change in Future OI","1W Change in Call OI","Percentage Rollover","Rollover Cost","Put Call Ratio","Highest Put OI Strike","Put Open Interest","Call Open Interest","Future Volume","Future Open Interest","Lot Size","Future Close Price","Basis","Fair Value Spread","Fair Value","Calendar Spread","Highest Call OI Strike","Cash & Carry Profit","1W Change in Future Volume","1W Change in Put OI","Highest 1W OI Change PE Strike"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","104300.71365089","0.96120237679133","470","0.2495328690334635","5.72882683022315","400","-31.13189720332577","490","15.473757783708225","276.55490145891986","1.82","0.634","0.3926726481783578","450","8087800","20596800","10204600","22685600","1400","465.25","-0.45","2.0326535402639934","463.217346459736","2.95","500",,"0.2611466936084359","104.2064333686815","490"
Ambuja Cements Ltd,AMBUJACEM,"Cement","104196.733391775","3.68343195266271","600","0.1087480356207437","-1.65811891515994","500","-37.41765480895915","535","15.961394302848577","53.11053240740742","2.238","0.616","0.6622885760181423","500","12616200","19049400","10260000","81455400","1800","527.3","2.55","3.8678888481816784","523.4321111518183","3.25","500","819.24871","-0.4147843942505134","65.26762556000942","535"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","103891.31343072","4.06685236768802","4550","0.0890903407314784","-5.77528876443822","3900","210.66846725185684","4500","8.109983079526227","349.54838709677415","2.39","0.443","0.5361653272101033","4400","373600","696800","920200","1076800","200","4338.8","25.6","37.08563999456237","4301.714360005438","19.2","4300","1676.24277","0.9487505294366794","101.07642626480089","4250"
Siemens Ltd,SIEMENS,"Conglomerates","103103.9362276","9.62264150943397","3000","0.0254237288135592","-3.8067349926793503","2820","118.508655126498","2800","5.455240174672489","119.00452488687785","0.772","-0.038","0.6002066115702479","2800","159775","266200","451275","1626075","275","2910","14.8","2910",,"-1.1","3000","891.55867","-0.2479376718606782","72.40356083086053","2750"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","102463.10369217","-8.883374689826299","3840","0.070264765784114","-3.28767123287671","3280","51.80824222035323","3850","9.84869976359338","282.64563106796123","1.798","0.40299999999999997","0.582302568981922","3600","459000","788250","451250","1147250","250","3634.85","13.7","120.55815142461734","3514.2918485753826","14.65","3600","-189.01091","0.1128236744759556","161.91155492154064","3650"
Dabur India Ltd,DABUR,"FMCG - Personal Products","101477.7524006","5.82690659811482","570","0.2009598080383923","-2.96545398960562","535","129.24126172208014","575","9.90721649484536","311.088295687885","0.76","0.532","0.6168831168831169","550","1543750","2502500","3361250","11902500","1250","573.4","0.65","0.18121844530219278","573.2187815546978","3.05","580","-2045.60412","0.4027125717266562","147.4949899799599","530"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","98512.345756945","2.94466403162054","1180","0.0829858215179315","-0.49311094996372995","970","-23.49874895746455","980","12.305106658047835","112.23099972759468","3.312","0.5519999999999999","0.668591965087922","1000","3125400","4674600","2201400","12349800","600","1015.25","3.6","13.75339998367815","1001.4966000163218","5.6","1100","-263.17328","-0.5788084031684078","87.77937995674117","1160"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","95178.920904495","10.92658992262691","217.5","0.2572230014025245","1.7674811632983602","180","-27.31837606837607","207.5","4.033786137234413","96.49276633055676","2.616","0.135","0.6557340473003124","180","34386300","52439400","39797550","84544200","5850","185.65","1.6","2.001707395269449","183.64829260473056","0.25","190","5061.72079","-0.2600609092886665","64.51161488944864","157.5"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","94278.83812474","22.92796281951974","1420","0.9011801168196448","-1.91986023863509","1280","-70.58464411405588","1440","35.54639889196676","273.6879100281162","1.117","0.5579999999999999","0.4975233556962819","1200","3570750","7177050","3685950","23747850","450","1217.55","1.7","3.405618826955788","1214.1443811730442","6.8","1300","-1419.21532","-0.2676144492131617","118.8361831218974","1280"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","93730.0258947","7.46887966804978","1020","0.1066037735849056","9.674966736361899","870","361.003861003861","940","53.95238095238095","352.8957528957529","0.79","0.363","0.4416027280477408","800","518000","1173000","4776000","5770000","1000","923","6.5","923",,"3.35","900","2841.22751","4.502304147465438","301.5503875968992","800"
DLF Ltd,DLF,"Real Estate","92267.24384115","7.44494931842012","400","0.1548987411056377","0.08411715225205","340","-48.07011629866846","385","18.106569343065694","94.38046982957162","1.129","0.707","0.728436018957346","350","5072100","6963000","5083650","43190400","1650","374.6","1.85","1.4170651685486177","373.1829348314514","2.65","400","597.20018","-0.3694228407695457","93.69880277252678","385"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","91901.2403673","2.17142857142857","3660","0.0276784531850085","-1.47502903600464","3060","6.79035250463822","3850","20.75128205128205","71.94770662530468","1.398","0.629","0.5760309278350515","3400","670500","1164000","431700","2544900","150","3460.25","-1.6","15.361171872511932","3444.888828127488","21.75","3500",,"-0.4113315606463489","93.4227607096495","2900"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","89083.6699044","2.56111757857975","3150","0.0836257309941519","-2.3296447291788","3000","4.668558163528489","3000","14.937697993664203","148.7248322147651","1.281","0.528","0.6339269652815255","3200","616700","972825","710150","2641275","175","3273.65","15.95","7.357509988657512","3266.2924900113426","17.3","3300","515.35578","-0.2529455081001472","72.0703125","3050"
Cipla Ltd,CIPLA,"Pharmaceuticals","87844.99134928001","5.41651101979827","1030","0.0480617088607595","-0.68884540117416","1000","44.47776111944028","1090","26.342672413793103","128.89848812095033","0.5329999999999999","0.39699999999999996","0.5325533119456501","1100","1834300","3444350","1879150","8246550","650","1094.65","6.3","0.4897463538879947","1094.160253646112","4.35","1100","1270.86877","-0.5666966426858513","174.5136186770428","1070"
Shree Cement Ltd,SHREECEM,"Cement","87452.5170024","59.081836327345314","27750","0.8579150579150578","1.10875433860393","24500","-57.46714456391876","26000","67.09740259740259","3151.351351351352","1.1400000000000001","-1.1119999999999999","0.3312551953449709","22000","19925","60150","44500","262175","25","24124.95","-113.05","-52.78734104555406","24177.737341045555","-268.15","25000",,"-0.0511727078891257","1560.4166666666667","22000"
Varun Beverages Ltd,VBL,"Soft Drinks","85016.3020137",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","83988.108375","13.35028607755881","2700","0.0531437125748504","0.65966737898355","2460","-22.98442197321673","2750","10.40421052631579","90.71501186038631","3.993","0.075","0.6336176261549396","2500","1069800","1688400","845400","3250200","300","2528.05","16.35","9.726429646544148","2518.323570353456","1.9","2600","1896.90217","-0.3492543057827384","93.27913279132792","2400"
Interglobe Aviation Ltd,INDIGO,"Airlines","78542.41542894","-0.53507728894173","1920","-0.0011068068622025","-0.9035855041814801","1780","55.67282321899736","2300","8.147293700088731","51.55331654072208","1.49","0.496","0.9268698060941828","1900","501900","541500","1239000","3092700","300","2046.2","8.65","-4.213068941334541","2050.4130689413346","10.15","2100","154.76043","1.296996662958843","69.331983805668","1960"
Adani Wilmar Ltd,AWL,"FMCG - Foods","74595.053533975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","74264.36769084001","3.9545953863053795","345","0.100874635568513","-0.16235793680529","400","4.06929895245768","375","7.327083333333332","124.58366375892149","3.805","0.365","0.5012358757062146","320","5110200","10195200","4649400","14389200","1800","342.3","-0.05","4.47733917189754","337.82266082810247","1.25","400",,"-0.1520026263952725","93.52419904567144","335"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","73722.054335745","3.9968652037617405","780","0.0915689558905639","4.22710788757934","720","-25.62296858071505","860","54.40361445783133","148.09644670050758","2.374","0.705","0.6787723785166241","800","1061600","1564000","1098400","7357600","800","780.5","0.95","-0.7456344427004069","781.2456344427004","5.5","800","-1729.64198","-0.3993875765529309","88.76244665718349","760"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","73115.05437038","20.63975628332064","1210","0.1645624727905963","4.01284109149278","1130","-7.63172189027702","1220","6.7326968973747015","389.92673992674","1.299","0.418","0.5921495327102804","1100","792000","1337500","1700500","4860000","500","1172.9","5.8","-0.35400946352592655","1173.254009463526","4.9","1200","570.40187","0.4230125523012553","359.1304347826087","1060"
Bharat Electronics Ltd,BEL,"Electronic Equipments","73061.23939585501","6.6179826563213195","110","0.069279602539332","-0.98649178857687","88","-18.9293212036389","100","10.644693473961766","85.53639846743295","4.053","0","0.6029943211151265","100","26630400","44163600","13206900","100690500","5700","100.5","0.55","1.0567067284044214","99.44329327159558","0","100","860.63277","-0.6447953395676835","83.4314880251276","91"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","71370.7647705","1.4269725797425798","4150","0.0053619302949061","-5.14836555549571","4050","72.97453703703705","4850","16.542828685258964","198.1171548117155","0.777","0.505","0.5087719298245614","4200","453125","890625","373625","2201625","125","4305.95","8.45","11.813955816296584","4294.136044183703","21.75","4300","-1088.26374","-0.6332065284083936","110.38885664538594","4700"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","70962.55488525","1.13528855250708","750","0.0361783439490446","1.3307200330101099","710","262.753036437247","790","21.47826086956522","145.59178743961354","1.443","0.5660000000000001","0.5256946151954758","800","1924200","3660300","4032000","8840700","900","768.2","4.35","2.7469545537113618","765.4530454462887","4.35","800","1170.56134","1.1343496903287278","82.42320819112628","740"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","67856.96227582","5.71584104518236","475","0.0945378151260505","-0.31386224934611","465","-48.729326341266635","530","18.05666666666667","111.4448051948052","1.718","0.485","0.745489443378119","450","2913000","3907500","1906500","17151000","1500","473.85","2.15","-1.3624429892083185","475.21244298920834","2.3","500","400.37973","-0.5842329080798168","118.69369369369372","470"
SRF Ltd,SRF,"Diversified Chemicals","67196.54357925","11.61719549641759","2380","0.1854115729421352","-0.6040046334601901","2100","-29.841112214498512","2250","35.183734939759034","220.72767364939358","1.757","0.6930000000000001","0.7497421794431076","2300","817875","1090875","529875","4504875","375","2278.8","11.9","-5.605529949807533","2284.4055299498077","15.8","2400","1068.85378","-0.6484200049763622","147.8409090909091","1900"
Marico Ltd,MARICO,"FMCG - Personal Products","66580.88925355","12.7591706539075","535","0.2186115214180206","3.25239146431199","495","151.3419913419913","515","20.856697819314643","439.21568627450984","2.377","-0.39699999999999996","0.8569696969696969","500","848400","990000","3483600","8419200","1200","516.6","1.1","3.8028031521878347","512.7971968478122","-2.05","530","-1149.52173","0.7086521483225428","712.6436781609195","515"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","66335.24899572","11.10461034402059","207.5","0.135265261627907","-1.55833306557851","190","-55.35643564356436","220","13.85838991270611","90.35795887281036","3.914","0.622","0.7597823477634632","200","32045625","42177375","15217875","103403250","3375","208.95","1.35","0.8494109016630773","208.1005890983369","1.3","220","1759.17532","-0.5164092664092664","87.57408139075464","180"
GAIL (India) Ltd,GAIL,"Gas Distribution","64008.595024605005","5.76816417082639","109","0.0891173950299915","-6.6982162358937005","102","10.445682451253479","103","11.56372549019608","84.20289855072465","3.315","0.358","0.5001311303435615","90","17449050","34888950","14511900","46902900","9150","97.85","0.5","0.5800244977913565","97.26997550220864","0.35","100","1019.01447","-0.1895758814512008","62.022090059473236","84"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","63682.943508585","4.90256410256411","4800","0.1499812053627365","1.81936793273411","4250","4.868722916135599","4500","12.532755298651251","255.7364341085272","1.125","0.606","0.5572020047940728","4500","639250","1147250","514250","1755875","125","4455","25.95","-6.342852653725458","4461.3428526537255","27","4500","1033.59093","0.1647791619479048","230.14848289218853","3800"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","63299.2967476",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","62704.4388006","3.73692077727951","1140","0.0318471337579617","-1.6524787180771099","1300","-10.32376298106292","1320","14.373776908023483","921.0084033613444","0.8829999999999999","0.483","0.28559670781893","1200","294950","1032750","623900","3338800","425","1283.65","6.65","-0.6838445598687031","1284.3338445598688","6.2","1300","659.62992","-0.0819262038774234","508.77192982456137","1140"
Punjab National Bank,PNB,"Public Banks","62487.51329165","5.67545963229416","55","0.1233117233927607","0.61095187811133","44","-17.703722988805","65","16.391134289439375","144.40199823684986","5.727","0.699","0.6358061801130215","50","84608000","133072000","101152000","213424000","16000","57.25","0.5","0.3879727894003153","56.862027210599685","0.4","60","4375.16048","-0.1019886363636363","174.41619097042036","44"
United Spirits Ltd,MCDOWELL-N,"Alcoholic Beverages","61778.8235493","7.22585330428466","860","0.1113722654131259","1.5662181456323299","820","3.31039003605375","870","24.026652452025587","307.3558648111332","1.124","0.544","0.4803969415975272","900","1845625","3841875","1970000","14671875","625","854.45","4.25","854.45",,"4.65","900","534.94042","-0.4209075877273562","195.00499500499504","820"
Yes Bank Ltd,YESBANK,"Private Banks","61675.88723868001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","59653.41735285","-7.09395207303157","610","0.0382081686429511","-0.18854153995864","490","1.9607843137254801","650","18.3983451536643","65.76387062845122","1.4749999999999999","0.587","0.7749048223350253","500","6106250","7880000","7930000","20513750","1250","595.85","2.3","-0.41889236144572806","596.2688923614458","3.5","600","-86.89909","0.6291730868002054","67.00854700854701","590"
Indian Overseas Bank,IOB,"Public Banks","59637.110667680005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB India Ltd,ABB,"Heavy Electrical Equipments","59461.490025","3.4990791896869196","3300","0.0420121614151465","-5.10404397330191","2750","53.08056872037914","2700","16.10141509433962","147.0511140235911","0.5760000000000001","0.35100000000000003","0.5962864721485411","2900","281000","471250","646000","1812750","250","2819.55","13.55","-6.2996679864650105","2825.849667986465","9.9","2900","587.03202","-0.0285714285714285","130.327868852459","3000"
Canara Bank Ltd,CANBK,"Public Banks","59412.765753","-6.64961636828644","385","0.1746677515595334","-3.0624486960914297","300","-24.08746406481401","355","12.41958041958042","110.856864654333","2.879","0.258","0.8006234126067883","300","18724500","23387400","23527800","41450400","2700","329.5","2","4.93783289433253","324.56216710566747","0.85","340","1869.97319","0.6083425618309339","93.87755102040816","340"
IDBI Bank Ltd,IDBI,"Public Banks","58869.401908125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","56147.15006145","0.5172413793103501","820","0.1241241241241242","1.8271792919680199","690","151.00931677018633","820","14.64327485380117","175.2450980392157","1.309","0.551","0.5191451469278717","700","728750","1403750","4041250","6687500","1250","690.2","6.95","-2.0773166023421936","692.2773166023422","3.8","750","5277.98513","2.0761179828734537","227.52808988764045","730"
Berger Paints India Ltd,BERGEPAINT,"Paints","55658.3119677","15.92775041050902","750","0.2021164021164021","2.53116735927465","540","37.63157894736841","630","19.17843866171004","154.13870246085014","1.959","0.739","0.6214788732394366","600","776600","1249600","1150600","5970800","1100","575.45","2.45","0.7214824445504746","574.7285175554496","4.25","600","178.77054","-0.2602545968882602","144.2906574394464","540"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","55296.078267594996","1.0673234811165702","3050","0.1637246248896735","1.84119677790564","2580","77.69110764430577","2850","10.13986013986014","310.42801556420227","2.995","-0.217","0.4668183541903678","2700","738600","1582200","683400","2389500","300","2767","-0.15","22.89445867032373","2744.1055413296763","-6","2750",,"0.0013186813186814","210.85858585858585","2450"
Union Bank of India Ltd,UNIONBANK,"Public Banks","55088.06457596",,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL Ltd,UPL,"Fertilizers & Agro Chemicals","54066.26838123","6.5479782739891395","710","0.0135065823217643","-1.57956318252729","660","3.4369885433715304","830","18.190114068441066","88.84995221408091","1.213","0.511","0.5956477732793523","720","4590300","7706400","2464800","19683300","1300","724","3.7","6.807034638451796","717.1929653615482","3.7","730","1071.82436","-0.5299950421417947","145.03816793893128","670"
Tube Investments of India Ltd,TIINDIA,"Cycles","53516.97533034",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","52839.79432","10.76923076923077","1640","0.4125000000000001","-0.7538416932444101","1500","-1.9607843137254901","1600","56.05","2725","0.262","-0.345","0.6371681415929203","1500","36000","56500","175000","1711500","500","1566.25","5","1.42613804610437","1564.8238619538956","-5.4","1600","-616.344","-0.658203125","620","1480"
Macrotech Developers Ltd,LODHA,"Real Estate","51879.16481825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","51161.9813133","2.6298044504383","80","-0.0341188884980654","0.3104713519616","67","-23.7936772046589","80","10.88628762541806","38.68686868686868","5.448","0.45999999999999996","0.5542607428987618","70","10273500","18535500","6183000","71968500","6750","76.1","0.6","0.3284425577059551","75.77155744229404","0.35","80","2015.5189","-0.7658486707566462","46.628131021194605","76"
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,"Online Services","50972","2.46689895470382","660","0.0549480100394406","-0.66848229759841","600","-44.86543909348441","670","1.863157894736842","85.660198769522","6.647","0.25","0.62469198742459","700","6433000","10297875","1362375","14042000","875","639.05","1.9","-1.0904776588143932","640.1404776588143","1.6","700","-563.12851","-0.7827239743231929","65.84705616963682","630"
PI Industries Ltd,PIIND,"Diversified Chemicals","50480.47769355","19.53125","3800","0.013671875","-0.24378352023403","3200","-56.34861006761833","3800","49.31147540983606","413.86138613861385","0.373","0.146","0.5895953757225434","3300","76500","129750","145250","1534500","250","3345.1","16.85","-10.428772662448864","3355.528772662449","4.9","3500","890.81164","-0.659037558685446","251.72413793103448","3200"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","50239.04576229","38.32402234636871","187.5","0.3366197183098591","-2.7509293680297398","180","-50.028620492272466","180","28.897142857142857","190.21406727828744","3.108","0.053","0.6522655426765016","180","3466400","5314400","2444400","14649600","2800","187.75","1.3","9.766829723937349","177.98317027606265","0.1","200","1555.87696","-0.1449559255631733","161.7336152219873","170"
Bosch Ltd,BOSCHLTD,"Auto Parts","50158.9487388","11.76470588235294","18250","0.2668269230769231","2.2112085398398698","16500","-38.40445269016698","19000","0.100123102174805","841.0714285714287","1.2149999999999999","0.528","0.3244781783681214","16000","8550","26350","33200","134050","50","17000","-6.7","28.86843460457021","16971.13156539543","89.8","18000",,"-0.3963636363636363","216.66666666666666","16000"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","49420.65615924",,,,"1.42875698142614",,"-46.98451507742461",,"1.6606473594548552",,"4.638","-0.698",,,,,"780600","4685400","600","1317.2","-2.7","9.735896839470797","1307.4641031605292","-9.2",,,"-0.763023679417122",,
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","48943.47448428","11.40514349608647","1030","0.2447434819175777","-1.7579951374602503","970","-32.9420770604746","1220","17.827956989247312","117.08837550421708","1.798","-0.208","0.5048986486486486","1000","2092300","4144000","1839600","7354200","700","1034.25","4.05","-0.5768991146687767","1034.8268991146688","-2.15","1100","-43.8731","0.0065109153581004","131.88518231186967","960"
Info Edge (India) Ltd,NAUKRI,"Online Services","47962.937783745","12.39396795475966","3850","0.3530386740331492","9.30256622516556","3200","64.5321728318309","4700","21.91323210412148","120.73005858494821","3.9219999999999997","0.247","0.4869334422213148","3500","298125","612250","661625","1320375","125","3731.2","12.25","-4.986029058581153","3736.186029058581","9.2","4000","-324.55905","2.16566985645933","55.57729941291585","3200"
Page Industries Ltd,PAGEIND,"Apparel & Accessories","47184.12164346","-2.9914529914529897","44000","-0.0551330798479087","1.7794676806083698","41500","-9.958932238193011","43000","16.845333333333333","257.5539568345324","1.79","0.333","0.4567404426559356","42000","3405","7455","13155","100380","15","42431.4","128.5","-100.03871816478204","42531.43871816478","141.3","45000","-605.67","-0.4241628365068942","305.3571428571429","43000"
Abbott India Ltd,ABBOTINDIA,"Pharmaceuticals","46971.90081053","35.10638297872339","22500","0.6261682242990654","0.5947323704333","21000","-26.62068965517241","24000","4.611374407582939","169.7674418604651","3.025","0.051000000000000004","0.3649425287356322","19000","5080","13920","21280","47360","40","22239.75","134.6","37.42519577140047","22202.3248042286","11.45","23000","1854.14884","0.3571428571428572","234.21052631578948","21500"
HDFC Asset Management Company Ltd,HDFCAMC,"Asset Management","46932.001811379996","1.84275184275184","2240","0.171063829787234","2.3546458974823303","2120","19.4475138121547","2160","14.029255319148936","80.10471204188481","4.779","-0.27999999999999997","0.6024709302325582","2100","248700","412800","324300","1695300","300","2194.85","-4.55","31.59745476584567","2163.2525452341542","-6.15","2300",,"-0.3762261973456434","26.17960426179604","2140"
Zomato Ltd,ZOMATO,"Online Services","46851.6992498",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Energy Ltd,JSWENERGY,"Power Generation","46103.7783536",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC Ltd,ACC,"Cement","45823.84791726","23.389830508474578","2780","0.8221460068593827","-1.7070895522388","2100","-42.14111922141119","2480","20.074","552.4561403508771","1.0330000000000001","0.469","0.3915030922290938","2300","364000","929750","594500","2634250","250","2453.5","13.3","45.2464206643599","2408.25357933564","11.5","2500","889.61085","-0.1491949910554562","163.2911392405063","2240"
Procter & Gamble Hygiene and Health Care Ltd,PGHH,"FMCG - Personal Products","45803.07231808",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Ltd,TRENT,"Retail - Apparel","45498.840133390004","12.616822429906529","1420","0.6598290598290599","8.273950910530491","1160","16.12090680100755","1200","45.42970822281167","291.5322580645161","0.616","0.853","0.4963954685890834","1300","192800","388400","1106400","4376000","400","1283","3.1","-4.068849804104502","1287.0688498041045","10.95","1400","-803.80269","-0.1086045762165646","205.06329113924048","1340"
Container Corporation of India Ltd,CONCOR,"Logistics","45145.66471506","7.51730959446093","850","0.0838068181818181","-1.15979381443298","680","-0.29411764705882","770","8.557632398753894","147.19222462203024","1.2550000000000001","0.349","0.4748798602009611","700","1087000","2289000","1017000","6136000","1000","744.75","3.8","0.0019339957889314974","744.7480660042111","2.6","750","842.04312","-0.663133487909904","143.7219730941704","740"
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines","44664.46548489","2.0285499624342602","345","-0.0103406326034063","0.80228771149415","300","-25.17889087656529","320","20.104660155100127","92.08972845336484","1.8849999999999998","0.316","0.8346650276582668","300","5432000","6508000","3346000","25380000","2000","316.2","1.75","-0.8769806270790923","317.0769806270791","1","320","989.3595","-0.6816209660491483","44.16135881104033","315"
United Breweries Ltd,UBL,"Alcoholic Beverages","44439.895418175","17.11491442542787","1880","0.1622247972190034","-0.19193857965451","1500","-16.78486997635934","1880","11.745098039215684","451.0989010989011","0.7250000000000001","0.146","0.4775672981056829","1600","191600","401200","281600","1040000","400","1674.85","-5.9","3.507596618895832","1671.342403381104","2.45","1800",,"-0.2322791712104689","271.3178294573644","1660"
Fsn E-Commerce Ventures Ltd,NYKAA,"Wellness Services","43894.58228415",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","43757.58492897","20.59925093632959","425","0.0252025202520251","-3.12612288896874","425","76.21419676214197","445","13.977777777777778","121.1650485436893","2.052","0.611","0.5654082528533801","420","1159200","2050200","2547000","9705600","1800","433.55","1.25","0.6940102596209954","432.855989740379","2.65","430","-856.4236","-0.090032154340836","146.74329501915707","425"
Ashok Leyland Ltd,ASHOKLEY,"Trucks & Buses","43586.80941222","0.45030556449019","147.5","0.0579113157257087","-0.54339622641509","140","11.30408287629494","180","7.761968085106384","116.4600892414477","2.144","0.637","0.7153000458085204","140","15615000","21830000","18265000","65890000","5000","149.05","0.6","0.37231913454866117","148.67768086545135","0.95","150","36.85338","-0.0081455335324464","66.11702127659575","132.5"
Muthoot Finance Ltd,MUTHOOTFIN,"Consumer Finance","43426.5612448","3.3264033264033204","1180","0.1349892008639308","1.0409217322209","920","13.88410786001148","1220","14.0891046386192","136.44544431946008","2.247","-1.502","0.7093244529019981","1000","820050","1156100","1091750","6993800","550","1075","-6.75","14.763926620038319","1060.2360733799617","-16.15","1100",,"-0.4535785785785785","164.8312611012433","980"
